,URL
430,http://www.archanaskitchen.com/masala-sandwich-recipe-with-rocket-leaves
431,http://www.archanaskitchen.com/ayam-goreng-kremes-recipe-indonesian-style-crunchy-fried-chicken
432,http://www.archanaskitchen.com/cholar-dal-recipe-in-hindi
433,https://www.archanaskitchen.com/andhra-style-eggplant-poppy-seeds-curry-recipe
434,https://www.archanaskitchen.com/shahi-vegetable-pulao-recipe-with-kohinoor-platinum-basmati-rice
435,https://www.archanaskitchen.com/tag/coleslaw-recipes
436,http://www.archanaskitchen.com/tag/malaysian-cuisine-recipes
437,https://www.archanaskitchen.com/gopalkala-recipe-curd-poha-with-fruits
438,http://www.archanaskitchen.com/recipe-collections/page-7
439,https://www.archanaskitchen.com/chow-chow-and-beans-poriyal-recipe
441,http://www.archanaskitchen.com/mangalore-buns-recipe-mangalore-style-puffed-banana-puris
442,http://www.archanaskitchen.com/kuthiraivali-upma-kozhukattai-recipe-barnyard-millet-steamed-dumplings
443,http://www.archanaskitchen.com/thandai-ladoo-recipe-in-hindi
444,https://www.archanaskitchen.com/arabian-chicken-mandi-recipe-yemeni-style-rice-chicken
445,http://www.archanaskitchen.com/spinach-and-millet-pulav-recipe
447,http://www.archanaskitchen.com/palak-onion-kadhi-pakora-recipe
